time_s,facility_power_w,facility_power_mw
0.715,80340.33016167974,0.08034033016167974
0.72,79527.96415791663,0.07952796415791663
0.725,80331.563589438,0.080331563589438
0.73,84479.5622959927,0.0844795622959927
0.735,88664.4832382184,0.08866448323821839
0.74,86934.6452571851,0.0869346452571851
0.745,88875.19395347591,0.08887519395347591
0.75,87023.35011461585,0.08702335011461586
0.755,88036.87915083433,0.08803687915083433
0.76,87080.49004815989,0.08708049004815989
0.765,90324.86711902721,0.09032486711902721
0.77,89642.3586357178,0.0896423586357178
0.775,88416.30066943997,0.08841630066943997
0.78,85821.97542522546,0.08582197542522546
0.785,86338.55116415975,0.08633855116415975
0.79,83526.38767983136,0.08352638767983135
0.795,83457.37490901836,0.08345737490901836
0.8,81609.08958829664,0.08160908958829664
0.805,80152.30900543585,0.08015230900543585
0.81,78184.8512478668,0.0781848512478668
0.8150000000000001,78498.605063796,0.078498605063796
0.8200000000000001,76806.5251638676,0.0768065251638676
0.8250000000000001,74390.60768862441,0.0743906076886244
0.8300000000000001,71945.077112776,0.07194507711277599
0.835,69761.40851987185,0.06976140851987185
0.84,69485.62156826156,0.06948562156826156
0.845,65960.40223389113,0.06596040223389113
0.85,64015.16916649599,0.06401516916649598
0.855,61447.29934595186,0.06144729934595186
0.86,59418.64474595438,0.05941864474595438
0.865,56654.79954100245,0.05665479954100245
0.87,55327.94788547233,0.05532794788547233
0.875,53410.92552643995,0.053410925526439945
0.88,52722.65497953708,0.052722654979537084
0.885,48613.12007704627,0.04861312007704627
0.89,47528.292089200244,0.047528292089200244
0.895,46503.65193345932,0.04650365193345932
0.9,45698.601436807265,0.04569860143680726
0.905,45241.616719351114,0.04524161671935111
0.91,44361.793474502236,0.04436179347450223
0.915,44727.701011653895,0.044727701011653895
0.92,43549.413892867786,0.04354941389286779
0.925,44204.9928541848,0.0442049928541848
0.93,42532.46293991108,0.04253246293991108
0.935,44291.438827849444,0.044291438827849444
0.9400000000000001,44650.27580809022,0.04465027580809022
0.9450000000000001,45283.40433107288,0.045283404331072884
0.9500000000000001,46059.05065311836,0.046059050653118355
0.9550000000000001,46995.4658606123,0.0469954658606123
0.96,48261.7884666228,0.048261788466622796
0.965,49749.928557342806,0.0497499285573428
0.97,50064.10020009551,0.05006410020009551
0.975,51226.51627907288,0.05122651627907288
0.98,53134.01406799685,0.05313401406799685
0.985,53608.334826739934,0.053608334826739934
0.99,56691.96517643318,0.05669196517643318
0.995,57355.80580539633,0.057355805805396336
1.0,59511.114920658896,0.05951111492065889
1.0050000000000001,62204.116486036706,0.06220411648603671
1.01,61849.51715464183,0.06184951715464183
1.0150000000000001,65162.19328988306,0.06516219328988306
1.02,66151.12335182015,0.06615112335182015
1.025,69177.77258117152,0.06917777258117153
1.03,71949.23545613105,0.07194923545613105
1.035,72516.69342945235,0.07251669342945236
1.04,74898.7657947844,0.0748987657947844
1.045,75787.03888913264,0.07578703888913264
1.05,77456.71052982812,0.07745671052982812
1.055,80867.17894082921,0.0808671789408292
1.06,84266.29720962005,0.08426629720962005
1.065,83458.99431850936,0.08345899431850935
1.07,87402.85376030422,0.08740285376030422
1.075,84828.20007984755,0.08482820007984755
1.08,87600.6279663496,0.0876006279663496
1.085,87594.78327995366,0.08759478327995365
1.09,88118.12812158592,0.08811812812158593
1.095,89720.46218025062,0.08972046218025062
1.1,88681.40897035754,0.08868140897035755
1.105,86179.84869976058,0.08617984869976059
1.11,88186.15987559428,0.08818615987559428
1.115,86836.07508030275,0.08683607508030275
1.12,85655.46445614686,0.08565546445614686
1.125,87457.51457809328,0.08745751457809328
1.1300000000000001,82984.42345149815,0.08298442345149815
1.135,84424.00545226492,0.08442400545226492
1.1400000000000001,80035.52867496466,0.08003552867496466
1.145,79371.84229225974,0.07937184229225974
1.1500000000000001,78395.859848712,0.078395859848712
1.155,74880.38795913897,0.07488038795913897
1.16,70806.34030133646,0.07080634030133647
1.165,71540.5005975796,0.07154050059757959
1.17,68064.0590256879,0.06806405902568789
1.175,66752.49201497405,0.06675249201497405
1.18,65223.74275638045,0.06522374275638045
1.185,63811.3388200614,0.0638113388200614
1.19,60804.467606865364,0.060804467606865364
1.195,57647.39895594749,0.05764739895594748
1.2,56879.76128763654,0.05687976128763654
1.205,55070.149951313695,0.05507014995131369
1.21,54449.49627605866,0.054449496276058655
1.215,50601.55905653367,0.05060155905653367
1.22,49751.20871462647,0.04975120871462647
1.225,48964.30955904421,0.04896430955904421
1.23,47807.324300794484,0.047807324300794485
1.235,46314.16548574779,0.046314165485747794
1.24,44919.064123329816,0.04491906412332981
1.245,43438.006179292635,0.04343800617929264
1.25,44879.966326826616,0.044879966326826615
1.2550000000000001,43204.2601557926,0.0432042601557926
1.26,45565.657631038,0.045565657631037995
1.2650000000000001,42736.01413797983,0.04273601413797983
1.27,45113.10772220401,0.04511310772220401
1.2750000000000001,44456.28206588843,0.04445628206588843
1.28,46411.18239495075,0.046411182394950755
1.285,44877.921680826475,0.04487792168082647
1.29,46404.949105216096,0.046404949105216094
1.295,48690.289022159275,0.04869028902215927
1.3,48932.89347963212,0.04893289347963212
1.305,50634.621422654185,0.05063462142265419
1.31,49786.431024677586,0.049786431024677585
1.315,53749.255595281895,0.053749255595281896
1.32,55799.98017682236,0.05579998017682236
1.325,55764.98027842844,0.05576498027842844
1.33,59859.08819771144,0.05985908819771144
1.335,59384.40932078569,0.059384409320785696
1.34,63821.18004836249,0.06382118004836249
1.345,64640.27507528764,0.06464027507528763
1.35,68319.05222024868,0.06831905222024867
1.355,71046.74454638732,0.07104674454638732
1.36,73109.71245691102,0.07310971245691102
1.365,76020.74276385724,0.07602074276385724
1.37,77275.34424415928,0.07727534424415927
1.375,79559.31059566942,0.07955931059566942
1.3800000000000001,80859.77379156984,0.08085977379156983
1.385,83817.71368692764,0.08381771368692764
1.3900000000000001,85360.77627053,0.08536077627053
1.395,85111.98817051026,0.08511198817051026
1.4000000000000001,86247.88194514718,0.08624788194514718
1.405,85831.41792697716,0.08583141792697715
1.41,88267.966847456,0.088267966847456
1.415,87891.67759857417,0.08789167759857416
1.42,86649.00101965104,0.08664900101965105
1.425,88093.4007181897,0.0880934007181897
1.43,85575.96072452748,0.08557596072452749
1.435,88046.74603856022,0.08804674603856022
1.44,86910.80963326525,0.08691080963326525
1.445,86488.6648964478,0.0864886648964478
1.45,86618.82883204494,0.08661882883204494
1.455,85215.35020409778,0.08521535020409778
1.46,84218.0775834554,0.0842180775834554
1.465,80905.82654599444,0.08090582654599444
1.47,82387.69860636674,0.08238769860636674
1.475,81016.29015653062,0.08101629015653063
1.48,79193.69939513886,0.07919369939513886
1.485,78942.5987411427,0.0789425987411427
1.49,76678.41698490526,0.07667841698490525
1.495,75793.5081098317,0.07579350810983171
1.5,70412.73241110572,0.07041273241110572
1.5050000000000001,71421.15684948467,0.07142115684948468
1.51,68686.27575096374,0.06868627575096374
1.5150000000000001,65622.97076555349,0.06562297076555348
1.52,63918.32036198853,0.06391832036198854
1.5250000000000001,62518.732565629274,0.06251873256562927
1.53,57988.61643367288,0.05798861643367288
1.5350000000000001,57467.954254971206,0.057467954254971206
1.54,55295.1007442647,0.055295100744264705
1.545,52351.649727896205,0.0523516497278962
1.55,50369.50924436254,0.05036950924436254
1.555,49395.029044683484,0.049395029044683486
1.56,51913.23975226927,0.05191323975226927
1.565,47072.96488418335,0.047072964884183346
1.57,46017.28218710052,0.04601728218710052
1.575,44504.12835407353,0.04450412835407353
1.58,45875.537075582084,0.04587553707558208
1.585,44410.409924278334,0.04441040992427833
1.59,43341.226557644455,0.043341226557644455
1.595,43930.183778889026,0.04393018377888903
1.6,45756.56684849958,0.045756566848499575
1.605,44917.70143481519,0.044917701434815195
1.61,46299.741083535526,0.046299741083535524
1.615,45054.04722624569,0.04505404722624569
1.62,45612.95137066458,0.04561295137066458
1.625,48145.144283251415,0.048145144283251416
1.6300000000000001,48818.448075880886,0.048818448075880885
1.635,49841.82851868433,0.04984182851868433
1.6400000000000001,52171.98835589509,0.05217198835589509
1.645,53840.15783033118,0.053840157830331185
1.6500000000000001,56805.70873559172,0.056805708735591716
1.655,56833.13641469516,0.05683313641469516
1.6600000000000001,59716.7319133783,0.0597167319133783
1.665,61222.64857230629,0.06122264857230629
1.67,61313.53457369766,0.06131353457369766
1.675,64347.23386356404,0.06434723386356404
1.68,69656.07258773189,0.06965607258773189
1.685,68752.56201604487,0.06875256201604488
1.69,72613.88186652059,0.0726138818665206
1.695,72945.41793504012,0.07294541793504013
1.7,73078.21560137924,0.07307821560137924
1.705,77535.66501498072,0.07753566501498073
1.71,75645.72766520131,0.0756457276652013
1.715,81637.04987666669,0.08163704987666669
1.72,82720.80822080481,0.08272080822080481
1.725,82168.53703602885,0.08216853703602885
1.73,85041.2037956298,0.08504120379562981
1.735,88168.24409674665,0.08816824409674666
1.74,86419.792554863,0.086419792554863
1.745,88035.51206063583,0.08803551206063583
1.75,88054.21225250274,0.08805421225250273
1.7550000000000001,89805.2492460225,0.0898052492460225
1.76,87059.19676632632,0.08705919676632633
1.7650000000000001,88706.74056257973,0.08870674056257973
1.77,87076.22099365629,0.08707622099365629
1.7750000000000001,87644.94520250229,0.0876449452025023
1.78,88931.28567061244,0.08893128567061244
1.7850000000000001,85981.97730789086,0.08598197730789087
1.79,87049.99440243337,0.08704999440243337
1.795,84719.9842963753,0.0847199842963753
1.8,82315.8375078012,0.0823158375078012
1.805,83560.77852745939,0.0835607785274594
1.81,81665.8869312133,0.08166588693121331
1.815,79686.36064272621,0.07968636064272622
1.82,79000.3315975403,0.07900033159754029
1.825,76130.68693744969,0.07613068693744969
1.83,75538.30785392864,0.07553830785392864
1.835,72439.2360806138,0.0724392360806138
1.84,67664.43781035939,0.0676644378103594
1.845,67809.11461849348,0.06780911461849348
1.85,63919.501842236634,0.06391950184223663
1.855,63726.21436898971,0.06372621436898972
1.86,60517.44603694356,0.06051744603694356
1.865,57278.27063567174,0.05727827063567174
1.87,55670.16672884328,0.05567016672884328
1.875,51915.49679670926,0.05191549679670926
1.8800000000000001,50337.49572219687,0.050337495722196875
1.885,48246.35365806936,0.04824635365806936
1.8900000000000001,47960.46394985513,0.047960463949855134
1.895,46408.46440583226,0.04640846440583226
1.9000000000000001,45712.75108609055,0.045712751086090554
1.905,43494.19964983016,0.04349419964983016
1.9100000000000001,44525.161775283945,0.04452516177528394
1.915,44894.38270225973,0.04489438270225973
1.92,43603.75014013428,0.04360375014013428
1.925,43496.697883550965,0.04349669788355096
1.93,43198.26114010972,0.04319826114010972
1.935,42438.063151670685,0.04243806315167069
1.94,45759.05517884225,0.04575905517884225
1.945,42698.126703936425,0.042698126703936426
1.95,47237.31965470971,0.04723731965470971
1.955,47202.10768000254,0.04720210768000254
1.96,46770.265741716845,0.046770265741716846
1.965,49057.27826977278,0.04905727826977278
1.97,52200.88567555725,0.05220088567555725
1.975,53798.03326760853,0.05379803326760853
1.98,55084.59476955863,0.055084594769558626
1.985,54736.138961055876,0.05473613896105588
1.99,57834.099586584016,0.05783409958658402
1.995,59780.51983246456,0.05978051983246456
2.0,60999.901621287405,0.060999901621287406
2.005,63002.84451984124,0.06300284451984124
2.0100000000000002,65763.201666073,0.065763201666073
2.015,67050.78507570444,0.06705078507570443
2.02,69139.62122685458,0.06913962122685458
2.025,70702.04662325606,0.07070204662325606
2.0300000000000002,73942.95996962732,0.07394295996962733
2.035,75145.61760692723,0.07514561760692723
2.04,76335.63672341609,0.07633563672341609
2.045,79880.52554702936,0.07988052554702936
2.05,82567.6151439435,0.0825676151439435
2.055,82360.0971745232,0.0823600971745232
2.06,84638.78156108993,0.08463878156108992
2.065,83174.3464177134,0.0831743464177134
2.07,88112.44714948819,0.08811244714948818
2.075,89115.43322238917,0.08911543322238917
2.08,89747.16401396791,0.08974716401396791
2.085,90956.63295542668,0.09095663295542669
2.09,88616.75142613,0.08861675142613
2.095,90951.67753903178,0.09095167753903177
2.1,90138.41192772002,0.09013841192772003
2.105,91475.3648728832,0.0914753648728832
2.11,89089.815385152,0.08908981538515201
2.115,87697.25515562984,0.08769725515562984
2.12,85610.8545667616,0.0856108545667616
2.125,87710.34954856658,0.08771034954856657
2.13,83493.15882146348,0.08349315882146348
2.1350000000000002,84406.9464843185,0.0844069464843185
2.14,79876.71407173933,0.07987671407173934
2.145,77643.95706019159,0.07764395706019159
2.15,76271.93856493951,0.07627193856493951
2.1550000000000002,75062.81048671395,0.07506281048671395
2.16,73685.22023705556,0.07368522023705557
2.165,70485.79327257247,0.07048579327257247
2.17,69994.6916623137,0.06999469166231369
2.1750000000000003,65500.59737969639,0.0655005973796964
2.18,65727.54041009072,0.06572754041009071
2.185,62505.441558803665,0.06250544155880366
2.19,61225.0554952939,0.0612250554952939
2.195,60513.261375077964,0.06051326137507796
2.2,56614.466360370316,0.05661446636037032
2.205,54472.90563391648,0.054472905633916484
2.21,54351.137874703374,0.05435113787470337
2.215,49348.42929224529,0.04934842929224529
2.22,48783.952099036804,0.048783952099036805
2.225,47820.114940853025,0.047820114940853024
2.23,46981.14017397238,0.04698114017397238
2.235,45026.07663845117,0.04502607663845117
2.24,44245.68004580291,0.04424568004580291
2.245,42780.83075766133,0.04278083075766133
2.25,45453.714258254106,0.045453714258254105
2.255,41990.48747484875,0.04199048747484875
2.2600000000000002,43464.83148196188,0.04346483148196188
2.265,44525.19191394724,0.044525191913947236
2.27,45009.66365045818,0.04500966365045818
2.275,44746.413501972806,0.0447464135019728
2.2800000000000002,44636.616639250926,0.04463661663925093
2.285,48963.78836644711,0.04896378836644711
2.29,48334.64757629431,0.048334647576294305
2.295,47337.832365314294,0.047337832365314296
2.3000000000000003,50112.25877130761,0.05011225877130761
2.305,51572.51645606026,0.05157251645606026
2.31,51467.72544096125,0.05146772544096125
2.315,53344.25047205177,0.05334425047205177
2.32,55314.98611452825,0.05531498611452825
2.325,56956.02437052282,0.05695602437052282
2.33,58705.816510001736,0.058705816510001736
2.335,62379.04074787199,0.06237904074787199
2.34,63060.94778645153,0.06306094778645153
2.345,64045.341612894306,0.06404534161289431
2.35,66935.98870267688,0.06693598870267689
2.355,72371.64215480167,0.07237164215480167
2.36,72343.48588433475,0.07234348588433474
2.365,71920.1962149387,0.0719201962149387
2.37,75851.97900477264,0.07585197900477264
2.375,77897.72207355143,0.07789772207355143
2.38,80655.58595046028,0.08065558595046028
2.3850000000000002,82239.43531441675,0.08223943531441676
2.39,83851.95559078318,0.08385195559078318
2.395,84222.19702571048,0.08422219702571049
2.4,85085.03783845059,0.08508503783845059
2.4050000000000002,86278.77118476802,0.08627877118476802
2.41,87558.81752308951,0.08755881752308951
2.415,89337.86213240762,0.08933786213240762
2.42,88362.86510121416,0.08836286510121416
2.4250000000000003,89653.7656400146,0.0896537656400146
2.43,88174.86588360522,0.08817486588360522
2.435,88107.96256466195,0.08810796256466195
2.44,87433.48049432223,0.08743348049432223
2.445,87910.40517731982,0.08791040517731981
2.45,85946.05898028643,0.08594605898028643
2.455,85773.83789312013,0.08577383789312013
2.46,82290.06388890922,0.08229006388890922
2.465,83747.93366351836,0.08374793366351836
2.47,81858.41649221306,0.08185841649221307
2.475,80509.56561539625,0.08050956561539625
2.48,78520.32310460496,0.07852032310460497
2.485,76832.9863565828,0.0768329863565828
2.49,75484.07018594292,0.07548407018594293
2.495,73496.90505433248,0.07349690505433248
2.5,69661.72730914869,0.06966172730914869
2.505,69348.86571893895,0.06934886571893895
2.5100000000000002,66017.74322577051,0.0660177432257705
2.515,64288.92753249153,0.06428892753249153
2.52,63192.79168473581,0.06319279168473581
2.525,60426.91464019202,0.06042691464019202
2.5300000000000002,58346.76826733802,0.05834676826733802
2.535,57801.35932345275,0.05780135932345275
2.54,51521.42890292405,0.051521428902924056
2.545,51176.98148121675,0.05117698148121675
2.5500000000000003,52766.317492873124,0.052766317492873124
2.555,49095.22722774563,0.049095227227745626
2.56,48927.18685609056,0.04892718685609056
2.565,45818.585159384354,0.045818585159384355
2.57,46496.81293714573,0.046496812937145734
2.575,45074.85345926264,0.04507485345926264
2.58,43913.820448869315,0.043913820448869316
2.585,45154.70462340159,0.045154704623401584
2.59,42051.5777946073,0.042051577794607296
2.595,42397.220395660945,0.04239722039566095
2.6,41271.76861084477,0.041271768610844764
2.605,42529.52699902004,0.04252952699902004
2.61,45212.97945067235,0.04521297945067235
2.615,45523.83081589197,0.045523830815891966
2.62,46754.39409366774,0.04675439409366774
2.625,46125.22544729978,0.04612522544729978
2.63,48877.346419799396,0.0488773464197994
2.6350000000000002,49474.28948639772,0.04947428948639772
2.64,52063.84789560105,0.05206384789560105
2.645,55212.97015768111,0.05521297015768111
2.65,56499.49502721724,0.056499495027217246
2.6550000000000002,57236.54897235874,0.05723654897235874
2.66,61067.89401892849,0.06106789401892849
2.665,61889.41105527897,0.061889411055278974
2.67,65071.2834326206,0.0650712834326206
2.6750000000000003,65612.6067421258,0.06561260674212581
2.68,66859.36570364248,0.06685936570364248
2.685,72076.95369549535,0.07207695369549535
2.69,71121.75433596631,0.0711217543359663
2.695,76354.56857049643,0.07635456857049643
2.7,75136.63832661191,0.07513663832661191
2.705,78692.92247041948,0.07869292247041948
2.71,83037.5167425067,0.0830375167425067
2.715,82402.6767412646,0.0824026767412646
2.72,81631.77199118196,0.08163177199118196
2.725,84419.77893421218,0.08441977893421218
2.73,85358.5435776221,0.0853585435776221
2.735,86037.61187042571,0.0860376118704257
2.74,89121.18117974047,0.08912118117974047
2.745,86690.93404044554,0.08669093404044555
2.75,87758.85138761856,0.08775885138761856
2.755,86252.61148298768,0.08625261148298767
2.7600000000000002,87227.77929689409,0.0872277792968941
2.765,89516.65711941896,0.08951665711941896
2.77,88994.04095072736,0.08899404095072735
2.775,86731.04427206954,0.08673104427206954
2.7800000000000002,86372.59330707682,0.08637259330707682
2.785,87841.33414511825,0.08784133414511824
2.79,86344.99363156378,0.08634499363156377
2.795,85154.95937848139,0.08515495937848139
2.8000000000000003,82874.8160685564,0.0828748160685564
2.805,83524.9346344199,0.0835249346344199
2.81,79450.77389162059,0.07945077389162059
2.815,76369.93627358101,0.07636993627358102
2.82,77160.31813847492,0.07716031813847492
2.825,76720.17160235699,0.07672017160235699
2.83,72778.36206046517,0.07277836206046516
2.835,71131.58573093571,0.07113158573093571
2.84,69306.34957373011,0.06930634957373011
2.845,65839.77449742692,0.06583977449742691
2.85,62190.40386294769,0.06219040386294769
2.855,60539.14012238131,0.060539140122381305
2.86,61506.38834763608,0.06150638834763608
2.865,58698.67331214714,0.05869867331214714
2.87,55032.490785877046,0.05503249078587705
2.875,53706.08496099156,0.05370608496099156
2.88,51789.9120317335,0.0517899120317335
2.8850000000000002,49132.353803934675,0.04913235380393467
2.89,48730.79417916243,0.048730794179162436
2.895,48442.02166832569,0.04844202166832569
2.9,47041.552928288744,0.047041552928288745
2.9050000000000002,44446.128895452755,0.044446128895452755
2.91,44694.24730746353,0.044694247307463526
2.915,44689.41592532423,0.04468941592532423
2.92,42404.70452842237,0.04240470452842237
2.9250000000000003,43838.8385638129,0.0438388385638129
2.93,42640.6617044154,0.0426406617044154
2.935,45093.97662985591,0.04509397662985591
2.94,44059.95992982522,0.04405995992982522
2.945,46526.968722553414,0.046526968722553415
2.95,46746.98809790435,0.046746988097904354
2.955,46933.46385870786,0.046933463858707856
2.96,49399.45647185061,0.04939945647185061
2.965,51858.235428405045,0.05185823542840504
2.97,51854.29590055346,0.05185429590055346
2.975,53519.25018311881,0.053519250183118816
2.98,53901.68284130524,0.05390168284130524
2.985,56697.20090909152,0.05669720090909152
2.99,57323.08139565772,0.05732308139565772
2.995,60470.19617804274,0.06047019617804274
3.0,61326.50027463241,0.06132650027463241
3.005,62230.32507093099,0.062230325070930986
3.0100000000000002,65688.20443840262,0.06568820443840262
3.015,68907.73155712702,0.06890773155712701
3.02,68913.40451104261,0.06891340451104261
3.025,72763.80345853746,0.07276380345853746
3.0300000000000002,73971.15028659443,0.07397115028659443
3.035,77483.2601039362,0.0774832601039362
3.04,77861.45467151704,0.07786145467151705
3.045,80611.16421555074,0.08061116421555074
3.0500000000000003,81681.07614228036,0.08168107614228036
3.055,83761.38671875901,0.083761386718759
3.06,83226.24679379351,0.08322624679379352
3.065,86508.23609234989,0.0865082360923499
3.0700000000000003,86176.63997621961,0.0861766399762196
3.075,86115.77677200429,0.08611577677200428
3.08,84999.35830401351,0.0849993583040135
3.085,86752.22497728487,0.08675222497728487
3.09,88196.0799926207,0.08819607999262069
3.095,87080.91738666313,0.08708091738666313
3.1,86892.47431588804,0.08689247431588805
3.105,86763.0579731242,0.0867630579731242
3.11,86342.9146419003,0.08634291464190029
3.115,85585.3904485041,0.08558539044850409
3.12,82462.96528532542,0.08246296528532543
3.125,83140.49432564953,0.08314049432564953
3.13,84206.16947801616,0.08420616947801617
3.1350000000000002,81409.21443103654,0.08140921443103653
3.14,81190.2010773704,0.08119020107737039
3.145,78615.52164122433,0.07861552164122433
3.15,77375.96773851654,0.07737596773851654
3.1550000000000002,74738.92304285514,0.07473892304285513
3.16,72033.33070475869,0.07203333070475869
3.165,69789.46468409349,0.06978946468409349
3.17,69813.65016594036,0.06981365016594036
3.1750000000000003,66410.67436380568,0.06641067436380568
3.18,65130.4039279993,0.0651304039279993
3.185,61573.76094839903,0.06157376094839903
3.19,61913.605381469606,0.06191360538146961
3.1950000000000003,56423.747386082905,0.056423747386082905
3.2,55959.73476859241,0.05595973476859241
3.205,53853.50023621594,0.05385350023621594
3.21,52916.77861042185,0.05291677861042185
3.215,51430.82980415101,0.051430829804151014
3.22,48179.345011502,0.048179345011502
3.225,46494.523362260545,0.046494523362260544
