model,precision,batch_size,power_mode,schedule,mode,seq_len,gen_tokens,p_peak_w,p_avg_w,p_idle_w,p_p95_w,peak_to_avg,dpdt_max_w_per_s,dpdt_p95_w_per_s,transient_count,temp_max_c,thermal_ramp_c_per_s,energy_total_j,energy_per_inf_j,duration_s,n_inferences,throughput_infps
resnet18,FP16,1,MAXN,default,train,128,64,30.970903898233708,26.221431230630767,18.045809919352493,29.281631050621023,1.1811294214197892,2249.986556175743,914.619062012751,13.627254509018035,57.29657690950755,9.995067506293688,65.41289552768819,1.308257910553764,2.495,50.0,20.0
resnet18,FP16,1,MAXN,default,train,128,64,29.745935604103675,25.18431516873676,17.33205790663307,28.12347726359287,1.1811294214197894,2160.994571873621,878.4438391050173,13.627254509018035,57.29657690950755,9.995067506293688,62.825669681392235,1.2565133936278448,2.495,50.0,20.0
resnet18,FP16,1,MAXN,default,train,128,64,30.3589477287234,25.703320210439003,17.68924154956113,28.703053336724395,1.1811294214197894,2205.528920748269,896.5470425589574,13.627254509018035,57.29657690950755,9.995067506293688,64.12039773313771,1.2824079546627543,2.495,50.0,20.0
resnet18,FP16,2,7W,default,inference,128,64,6.170506594890062,4.053529195335488,2.49924744768489,5.934003841825539,1.5222553724272272,694.1697796802204,105.52012222469985,4.308797127468582,40.67043301163812,0.9880590292052435,11.294620700098056,0.2258924140019611,2.785,50.0,17.905223175104137
resnet18,FP16,2,7W,default,inference,128,64,6.072384301989191,3.98907069863502,2.4595048615094584,5.8396423734293,1.5222553724272272,683.1312159258079,103.84216010268511,4.308797127468582,40.67043301163812,0.9880590292052435,11.115015660625765,0.2223003132125153,2.785,50.0,17.905223175104137
resnet18,FP16,2,7W,default,inference,128,64,5.970861350679077,3.922378241410687,2.418384902711689,5.742010586825818,1.522255372427227,671.7100848307064,102.10604426420159,4.308797127468582,40.67043301163812,0.9880590292052435,10.9291859868755,0.21858371973751,2.785,50.0,17.905223175104137
resnet18,FP16,2,7W,default,train,128,64,5.823975895130203,5.110216052020751,4.218583017299414,5.524309469326515,1.1396731245496377,294.6352345036931,124.89110019540236,28.725314183123878,41.797476052038235,1.5857877089654717,14.231226786463726,0.2846245357292745,2.785,50.0,17.905223175104137
resnet18,FP16,2,7W,default,train,128,64,5.879037370267848,5.158529444651997,4.258466665189742,5.576537815386862,1.1396731245496377,297.420797310171,126.07185511818165,28.725314183123878,41.797476052038235,1.5857877089654717,14.36577273136303,0.2873154546272606,2.785,50.0,17.905223175104137
resnet18,FP16,2,7W,default,train,128,64,5.959484274663913,5.22911714446097,4.316738188078996,5.652845410702424,1.1396731245496377,301.49061026417894,127.79698286222684,28.725314183123878,41.797476052038235,1.5857877089654717,14.562349461992468,0.2912469892398494,2.785,50.0,17.905223175104137
resnet18,FP16,2,15W,default,inference,128,64,12.902234037541598,6.650418664307688,2.128979185882605,12.31039769182088,1.9400634289066563,1971.0887685300042,237.5806638656016,4.308797127468582,42.91965496787037,2.1429343635497173,18.54076264303537,0.37081525286070743,2.785,50.0,17.905223175104137
resnet18,FP16,2,15W,default,inference,128,64,13.113040679329645,6.759078329062488,2.163764088350401,12.511534455340831,1.9400634289066565,2003.2939356933741,241.46243982452077,4.308797127468582,42.91965496787037,2.1429343635497173,18.843695910064543,0.37687391820129085,2.785,50.0,17.905223175104137
resnet18,FP16,2,15W,default,inference,128,64,13.12619578968988,6.765859092085091,2.1659347942966303,12.52408612970537,1.9400634289066565,2005.303656661416,241.70467693194888,4.308797127468582,42.91965496787037,2.1429343635497173,18.862600060928838,0.37725200121857677,2.785,50.0,17.905223175104137
resnet18,FP16,2,15W,default,train,128,64,12.443364521518548,10.813828301376198,8.053119153989345,11.939021934680161,1.1506900400790505,939.7091871818875,292.44616653824806,19.748653500897664,45.56923913149962,3.335255121421762,30.11400824311437,0.6022801648622874,2.785,50.0,17.905223175104137
resnet18,FP16,2,15W,default,train,128,64,12.363056069929968,10.744036742579823,8.00114498505804,11.861968468682425,1.1506900400790505,933.6443813461639,290.5587430229213,19.748653500897664,45.56923913149962,3.335255121421762,29.91965490974155,0.598393098194831,2.785,50.0,17.905223175104137
resnet18,FP16,2,15W,default,train,128,64,12.397700334981565,10.774144124972057,8.023566123165857,11.895208565414029,1.1506900400790507,936.2606780957971,291.37295870304155,19.748653500897664,45.56923913149962,3.335255121421762,30.003496999357765,0.6000699399871553,2.785,50.0,17.905223175104137
resnet18,FP16,2,25W,default,inference,128,64,21.167652442135676,10.122139756636972,2.1317546040731274,20.599248384775365,2.091223096209108,3754.9897697568454,347.55748673466,4.308797127468582,45.80923367739394,3.5950005641351552,28.228439111418908,0.5645687822283781,2.785,50.0,17.905223175104137
resnet18,FP16,2,25W,default,inference,128,64,21.392520959761733,10.229669420991623,2.1544006910244726,20.818078624035852,2.0912230962091076,3794.879832461457,351.24966455388267,4.308797127468582,45.80923367739394,3.5950005641351552,28.528315882129988,0.5705663176425998,2.785,50.0,17.905223175104137
resnet18,FP16,2,25W,default,inference,128,64,21.784416340461522,10.417069503464983,2.1938677403066493,21.199450640132056,2.0912230962091085,3864.399263081614,357.68430221392913,4.308797127468582,45.80923367739394,3.5950005641351552,29.050933821099424,0.5810186764219885,2.785,50.0,17.905223175104137
resnet18,FP16,2,25W,default,train,128,64,20.890161889913312,18.166896479933282,13.013526105619578,20.212678756913935,1.1499026216716808,1510.783797344194,495.63353715983584,15.439856373429084,50.34580730714702,5.66868406947521,50.58857674012833,1.0117715348025667,2.785,50.0,17.905223175104137
resnet18,FP16,2,25W,default,train,128,64,19.77351264141782,17.19581490532816,12.317909469295994,19.13224325512461,1.149902621671681,1430.0273340466008,469.14026153491494,15.439856373429084,50.34580730714702,5.66868406947521,47.88444756693142,0.9576889513386284,2.785,50.0,17.905223175104137
resnet18,FP16,2,25W,default,train,128,64,20.89847546192952,18.174126285187683,13.01870504521009,20.22072271374738,1.1499026216716808,1511.3850377733645,495.83078240506313,15.439856373429084,50.34580730714702,5.66868406947521,50.608709268451605,1.012174185369032,2.785,50.0,17.905223175104137
resnet18,FP16,2,MAXN,default,inference,128,64,35.81250276847445,16.06168592022977,2.2181418183073958,34.329669057589534,2.2296851617157096,6181.129883964756,542.7209574020923,4.308797127468582,50.3566279621668,5.736397924371981,44.793738334224486,0.8958747666844897,2.785,50.0,17.905223175104137
resnet18,FP16,2,MAXN,default,inference,128,64,35.418733055274934,15.885082640107244,2.1937526525102586,33.95220356665654,2.2296851617157096,6113.166419992605,536.7535700590408,4.308797127468582,50.3566279621668,5.736397924371981,44.3012171158379,0.886024342316758,2.785,50.0,17.905223175104137
resnet18,FP16,2,MAXN,default,inference,128,64,35.05823869122823,15.723403148205657,2.171424483230226,33.6066356432177,2.22968516171571,6050.946180848317,531.2904543517044,4.308797127468582,50.3566279621668,5.736397924371981,43.85031620230875,0.877006324046175,2.785,50.0,17.905223175104137
resnet18,FP16,2,MAXN,default,train,128,64,32.28504982841175,27.795686934004944,19.442559377573595,31.200548554088,1.1615129320266795,2477.1603421808527,768.5509248371546,12.567324955116696,57.14384797865724,8.988190290073817,77.39942561756577,1.5479885123513153,2.785,50.0,17.905223175104137
resnet18,FP16,2,MAXN,default,train,128,64,33.436424365686875,28.786958322835833,20.135935039862275,32.313246764099105,1.1615129320266795,2565.5027594263975,795.959585197282,12.567324955116696,57.14384797865724,8.988190290073817,80.15970408482589,1.6031940816965178,2.785,50.0,17.905223175104137
resnet18,FP16,2,MAXN,default,train,128,64,33.76276864406039,29.06792314843108,20.332464642372738,32.628628668629446,1.16151293202668,2590.542432853602,803.7282644557102,12.567324955116696,57.14384797865724,8.988190290073817,80.9420742479179,1.6188414849583581,2.785,50.0,17.905223175104137
resnet18,FP16,4,7W,default,inference,128,64,6.9945526631534785,4.499431507170582,2.7459964234200736,6.700730362866951,1.554541424179146,732.5505041110481,116.50233118929847,3.803486529318542,40.44664401295212,0.8945360865498269,14.20302645794833,0.28406052915896657,3.1550000000000002,50.0,15.817959093978228
resnet18,FP16,4,7W,default,inference,128,64,6.928858453971561,4.457171964800005,2.7202054869384225,6.637795790303258,1.5545414241791458,725.6702462345289,115.40811846635346,3.803486529318542,40.44664401295212,0.8945360865498269,14.06962885039867,0.28139257700797343,3.1550000000000002,50.0,15.817959093978228
resnet18,FP16,4,7W,default,inference,128,64,6.799541175595289,4.373985195785756,2.669436724301419,6.513910782156285,1.5545414241791458,712.1266442306666,113.25419024257229,3.803486529318542,40.44664401295212,0.8945360865498269,13.807039258940797,0.27614078517881596,3.1550000000000002,50.0,15.817959093978228
resnet18,FP16,4,7W,default,train,128,64,6.4934543432053875,5.619959091234464,4.651548954009199,6.083654925870117,1.155427332795594,336.8591934506283,129.88000759565767,25.9904912836767,41.73052936135552,1.3778484697312698,17.7294321032598,0.354588642065196,3.1550000000000002,50.0,15.817959093978228
resnet18,FP16,4,7W,default,train,128,64,6.653670981402385,5.758623491538504,4.766319228262368,6.233760353375498,1.155427332795594,345.17070911977066,133.08460981292768,25.9904912836767,41.73052936135552,1.3778484697312698,18.166880317814275,0.3633376063562855,3.1550000000000002,50.0,15.817959093978228
resnet18,FP16,4,7W,default,train,128,64,6.741630908343339,5.834751106356245,4.829328819849787,6.3161691630059895,1.1554273327955942,349.73378271345973,134.84395628329415,25.9904912836767,41.73052936135552,1.3778484697312698,18.40704209767481,0.3681408419534962,3.1550000000000002,50.0,15.817959093978228
resnet18,FP16,4,15W,default,inference,128,64,14.23317071471125,7.239452302860117,2.2787143651127377,13.448263684188683,1.9660562870326665,2262.0545107142525,220.72396038148685,3.803486529318542,42.80123808078992,1.900837970775796,22.8629470623454,0.45725894124690797,3.1550000000000002,50.0,15.817959093978228
resnet18,FP16,4,15W,default,inference,128,64,14.725071810866945,7.4896491560225025,2.357467168440399,13.913038243578026,1.9660562870326663,2340.2315462945394,228.3522225751846,3.803486529318542,42.80123808078992,1.900837970775796,23.653094875980017,0.4730618975196003,3.1550000000000002,50.0,15.817959093978228
resnet18,FP16,4,15W,default,inference,128,64,14.735223052574293,7.494812406827833,2.3590923706364464,13.922629681630635,1.9660562870326665,2341.8448665134642,228.5096451423235,3.803486529318542,42.80123808078992,1.900837970775796,23.669400961702173,0.47338801923404344,3.1550000000000002,50.0,15.817959093978228
resnet18,FP16,4,15W,default,train,128,64,13.784200929116754,11.99409478095773,8.906971798065506,13.343757262192844,1.1492489579956515,1021.2106509431352,313.87395151719755,18.38351822503962,45.50621224358604,2.9706844059214075,37.837201402616344,0.7567440280523269,3.1550000000000002,50.0,15.817959093978228
resnet18,FP16,4,15W,default,train,128,64,13.272987206163544,11.549270603048711,8.576639540392875,12.848878243578113,1.1492489579956517,983.3370809427621,302.23332961112794,18.38351822503962,45.50621224358604,2.9706844059214075,36.433935685972344,0.7286787137194469,3.1550000000000002,50.0,15.817959093978228
resnet18,FP16,4,15W,default,train,128,64,13.415031404928095,11.672868016625909,8.668424597719063,12.9863837339989,1.1492489579956517,993.8605091363136,305.46775532688696,18.38351822503962,45.50621224358604,2.9706844059214075,36.823842578970016,0.7364768515794003,3.1550000000000002,50.0,15.817959093978228
resnet18,FP16,4,25W,default,inference,128,64,24.669232746813254,11.284856782963269,2.299749404532555,22.93592266796535,2.186047481263241,4026.093158496,372.10074052274524,3.803486529318542,45.82914207815472,3.1681477266890834,35.64741375073654,0.7129482750147308,3.1550000000000002,50.0,15.817959093978228
resnet18,FP16,4,25W,default,inference,128,64,24.30421475567324,11.117880541930713,2.2657211914793387,22.59655157754159,2.1860474812632416,3966.5211218647983,366.5949566095877,3.803486529318542,45.82914207815472,3.1681477266890834,35.11995724285987,0.7023991448571973,3.1550000000000002,50.0,15.817959093978228
resnet18,FP16,4,25W,default,inference,128,64,25.75219346506646,11.78025348753411,2.4007066694988386,23.942792380583725,2.1860474812632416,4202.835612686933,388.43568248688496,3.803486529318542,45.82914207815472,3.1681477266890834,37.212308338078486,0.7442461667615697,3.1550000000000002,50.0,15.817959093978228
resnet18,FP16,4,25W,default,train,128,64,22.42244225248696,19.326107293250228,13.82297188800797,21.484870603536876,1.1602151386336423,1788.511072953632,508.5779083280888,12.99524564183835,50.30224313419781,4.963544990753307,60.96316897391002,1.2192633794782004,3.1550000000000002,50.0,15.817959093978228
resnet18,FP16,4,25W,default,train,128,64,22.796064562531214,19.64813576676615,14.053302314565386,21.842870276164195,1.1602151386336423,1818.3128060160748,517.0522774805365,12.99524564183835,50.30224313419781,4.963544990753307,61.97899052283715,1.239579810456743,3.1550000000000002,50.0,15.817959093978228
resnet18,FP16,4,25W,default,train,128,64,22.529942497016712,19.418762733564822,13.889243565346062,21.587875834526564,1.1602151386336421,1797.0857578840998,511.01619087073277,12.99524564183835,50.30224313419781,4.963544990753307,61.255445591158406,1.2251089118231682,3.1550000000000002,50.0,15.817959093978228
resnet18,FP16,4,MAXN,default,inference,128,64,40.72809189846944,17.821520281152388,2.3934731415764183,38.148224295331985,2.285332073579743,7290.948185940904,575.4220997513357,3.803486529318542,50.51133164443388,5.046168271587855,56.29773145961191,1.1259546291922382,3.1550000000000002,50.0,15.817959093978228
resnet18,FP16,4,MAXN,default,inference,128,64,40.52035006358481,17.730618027914762,2.381264749800597,37.95364159471202,2.2853320735797427,7253.759236407694,572.4870434483414,3.803486529318542,50.51133164443388,5.046168271587855,56.010573542604234,1.1202114708520847,3.1550000000000002,50.0,15.817959093978228
resnet18,FP16,4,MAXN,default,inference,128,64,39.97791780315491,17.493264224193695,2.349387561699076,37.44556899490821,2.285332073579743,7156.655607908816,564.8233524743691,3.803486529318542,50.51133164443388,5.046168271587855,55.26077888468508,1.1052155776937016,3.1550000000000002,50.0,15.817959093978228
resnet18,FP16,4,MAXN,default,train,128,64,34.37562570437948,29.502708333189425,20.461628034631133,32.92579463604758,1.165168475929656,2696.3501337235475,753.6002718046311,12.678288431061805,57.296274235939414,7.967950734099172,93.07171735322865,1.861434347064573,3.1550000000000002,50.0,15.817959093978228
resnet18,FP16,4,MAXN,default,train,128,64,35.99782765360915,30.894955019176496,21.42722188789334,34.47957837508007,1.165168475929656,2823.592165049679,789.1630231673134,12.678288431061805,57.296274235939414,7.967950734099172,97.46381548133125,1.949276309626625,3.1550000000000002,50.0,15.817959093978228
resnet18,FP16,4,MAXN,default,train,128,64,36.45212067793427,31.284849728576912,21.697633689627725,34.91471107498062,1.165168475929656,2859.2259326332214,799.1222701510488,12.678288431061805,57.296274235939414,7.967950734099172,98.6938100222057,1.973876200444114,3.1550000000000002,50.0,15.817959093978228
resnet18,FP16,8,7W,default,inference,128,64,7.598905322599215,4.879312021427951,2.8904088578555256,7.326435335013053,1.5573722871642393,916.9623246165528,132.87023685207686,3.3566433566433567,40.56689805222051,0.7972728541966206,17.4520898261027,0.349041796522054,3.575,50.0,13.947147282556493
resnet18,FP16,8,7W,default,inference,128,64,7.357268678847022,4.724155386277995,2.7984971066449025,7.093462930454329,1.5573722871642393,887.8039538827319,128.6451127421594,3.3566433566433567,40.56689805222051,0.7972728541966206,16.897132995741927,0.3379426599148385,3.575,50.0,13.947147282556493
resnet18,FP16,8,7W,default,inference,128,64,7.720783755023256,4.957571043646694,2.9367679695570907,7.443943636008975,1.5573722871642393,931.6694338608015,135.001335411126,3.3566433566433567,40.56689805222051,0.7972728541966206,17.732002953089967,0.35464005906179935,3.575,50.0,13.947147282556493
resnet18,FP16,8,7W,default,train,128,64,7.02713247962348,6.213458693688913,5.0736585407217,6.735235906843267,1.130953439307648,390.48262514341644,128.3844108014311,27.13286713286713,41.84557444634024,1.2245711782296846,22.21226951195193,0.44424539023903864,3.575,50.0,13.947147282556493
resnet18,FP16,8,7W,default,train,128,64,7.122248323918448,6.297561045730211,5.1423331127700385,6.826400781230196,1.1309534393076477,395.7680078625739,130.1221596859297,27.13286713286713,41.84557444634024,1.2245711782296846,22.512923978686832,0.45025847957373666,3.575,50.0,13.947147282556493
resnet18,FP16,8,7W,default,train,128,64,7.352722122544629,6.501348213809626,5.308737454826066,7.047301042979179,1.1309534393076477,408.5749407296127,134.33287336289388,27.13286713286713,41.84557444634024,1.2245711782296846,23.241435380083143,0.46482870760166284,3.575,50.0,13.947147282556493
resnet18,FP16,8,15W,default,inference,128,64,16.266814073059507,8.22912517868697,2.5621389484530113,15.312081402011447,1.9767367393061117,2571.7281195180203,259.18284164229397,3.3566433566433567,42.95150644699383,1.6623002123994068,29.444256621071613,0.5888851324214323,3.575,50.0,13.947147282556493
resnet18,FP16,8,15W,default,inference,128,64,16.901682919675665,8.550295334526243,2.662135308635713,15.909688494299271,1.9767367393061115,2672.0987303650936,269.2983511081983,3.3566433566433567,42.95150644699383,1.6623002123994068,30.593420873919932,0.6118684174783986,3.575,50.0,13.947147282556493
resnet18,FP16,8,15W,default,inference,128,64,16.312142489126227,8.252056110846725,2.569278496477266,15.354749400398873,1.9767367393061115,2578.8943883207767,259.905069586288,3.3566433566433567,42.95150644699383,1.6623002123994068,29.526304741182955,0.5905260948236591,3.575,50.0,13.947147282556493
resnet18,FP16,8,15W,default,train,128,64,15.029956546231942,12.972793459931895,9.651054412849694,14.285073021768406,1.1585751821806038,1049.9045155946267,285.98133976042317,12.027972027972027,45.487855967684766,2.631358105995303,46.374347191542704,0.9274869438308541,3.575,50.0,13.947147282556493
resnet18,FP16,8,15W,default,train,128,64,15.107784481684105,13.039969018884983,9.701029383674001,14.359043810549318,1.1585751821806043,1055.3411181968554,287.4622048037072,12.027972027972027,45.487855967684766,2.631358105995303,46.614482263707245,0.9322896452741449,3.575,50.0,13.947147282556493
resnet18,FP16,8,15W,default,train,128,64,14.890530894812217,12.852451117402763,9.561526239946483,14.152557295225089,1.1585751821806043,1040.1650582272666,283.3284289241654,12.027972027972027,45.487855967684766,2.631358105995303,45.94415475908578,0.9188830951817155,3.575,50.0,13.947147282556493
resnet18,FP16,8,25W,default,inference,128,64,26.076506852360115,12.26848299674713,2.4166270637472245,25.041438386611222,2.1254874672992616,4566.912323775726,407.32661590924386,3.3566433566433567,45.9822938381431,2.7739890134702594,43.90612528149151,0.8781225056298303,3.575,50.0,13.947147282556493
resnet18,FP16,8,25W,default,inference,128,64,27.097730089321068,12.748948420642835,2.5112684099421045,26.02212567391247,2.125487467299262,4745.764384468088,423.27857632918557,3.3566433566433567,45.9822938381431,2.7739890134702594,45.62560234320998,0.9125120468641995,3.575,50.0,13.947147282556493
resnet18,FP16,8,25W,default,inference,128,64,27.071373477536778,12.736548153791217,2.5088258242956756,25.99681524894593,2.125487467299261,4741.148415931652,422.8668743498633,3.3566433566433567,45.9822938381431,2.7739890134702594,45.58122459332391,0.9116244918664782,3.575,50.0,13.947147282556493
resnet18,FP16,8,25W,default,train,128,64,25.639293950605705,22.156708910020235,15.64258037535315,24.61159592961748,1.1571797081745516,2157.1196188443055,555.5320773983884,11.748251748251748,50.18524123779446,4.38451388130176,79.20209099275843,1.5840418198551687,3.575,50.0,13.947147282556493
resnet18,FP16,8,25W,default,train,128,64,24.61503065609366,21.27157128854585,15.017675456333327,23.62838810889378,1.1571797081745516,2070.9449195054476,533.3391450618194,11.748251748251748,50.18524123779446,4.38451388130176,76.03804931482567,1.5207609862965135,3.575,50.0,13.947147282556493
resnet18,FP16,8,25W,default,train,128,64,25.836506844374235,22.327134378402874,15.76290032440375,24.800903952798322,1.1571797081745514,2173.7117996998586,559.805131437085,11.748251748251748,50.18524123779446,4.38451388130176,79.81129940494372,1.5962259880988745,3.575,50.0,13.947147282556493
resnet18,FP16,8,MAXN,default,inference,128,64,42.95278770434882,18.980511455436424,2.46574556969269,40.55716568824817,2.2629942193705337,7826.016933978479,665.5559007239107,3.3566433566433567,50.54490974831494,4.4715643050202125,67.93072736090988,1.3586145472181976,3.575,50.0,13.947147282556493
resnet18,FP16,8,MAXN,default,inference,128,64,44.56142028421602,19.69135400470049,2.5580906506306915,42.076079396998736,2.2629942193705337,8119.110502136237,690.4817545007764,3.3566433566433567,50.54490974831494,4.4715643050202125,70.474813252587,1.40949626505174,3.575,50.0,13.947147282556493
resnet18,FP16,8,MAXN,default,inference,128,64,42.8271605219262,18.92499775533623,2.458533821979743,40.438545158015486,2.2629942193705332,7803.127605728713,663.6093003512364,3.3566433566433567,50.54490974831494,4.4715643050202125,67.73204535831181,1.3546409071662362,3.575,50.0,13.947147282556493
resnet18,FP16,8,MAXN,default,train,128,64,39.80434785349701,33.73268249455031,22.926106060906505,37.57556366669674,1.1799935525414444,2978.076153818877,786.9965920044352,9.23076923076923,57.41509465901522,6.992144404888475,120.57624418569662,2.4115248837139323,3.575,50.0,13.947147282556493
resnet18,FP16,8,MAXN,default,train,128,64,40.60041730161091,34.407321306261906,23.384618097493064,38.32705841146212,1.1799935525414442,3037.6363669126185,802.7361776640304,9.23076923076923,57.41509465901522,6.992144404888475,122.98771603087903,2.4597543206175807,3.575,50.0,13.947147282556493
resnet18,FP16,8,MAXN,default,train,128,64,41.23198289173137,34.942549307093095,23.74838086423435,38.92326044267267,1.1799935525414444,3084.8887532708363,815.223254927083,9.23076923076923,57.41509465901522,6.992144404888475,124.90086901341076,2.498017380268215,3.575,50.0,13.947147282556493
resnet18,FP16,16,7W,default,inference,128,64,8.366078356499106,5.225355848812106,2.9761410219690267,8.003731830195946,1.6010542819588043,971.0176080287342,135.86672641547804,2.973977695167286,40.57903691010251,0.6858204121492684,21.09540846407769,0.4219081692815538,4.035,50.0,12.364817244036917
resnet18,FP16,16,7W,default,inference,128,64,8.241567330699274,5.147587701159112,2.9318475841383314,7.88461355064621,1.6010542819588043,956.5661059875858,133.84464333698105,2.973977695167286,40.57903691010251,0.6858204121492684,20.78144882425573,0.4156289764851146,4.035,50.0,12.364817244036917
resnet18,FP16,16,7W,default,inference,128,64,8.115529811678188,5.06886612348288,2.8870111130127105,7.764034892426456,1.601054281958804,941.9374299189883,131.79776971409413,2.973977695167286,40.57903691010251,0.6858204121492684,20.463640069394707,0.4092728013878941,4.035,50.0,12.364817244036917
